x,y,64:e5:99:da:03:68,00:24:6c:7d:f3:f0,64:e5:99:da:03:6c,00:24:6c:7a:8b:30,90:9f:33:41:a7:88,00:24:6c:7a:8b:20,00:08:9f:ac:88:e0,00:24:6c:7d:f7:20,00:24:6c:7d:f7:30,00:24:6c:7d:f7:a0,00:24:6c:7d:f6:90,00:24:6c:7d:f6:f0,00:24:6c:7d:f7:b0,00:24:6c:7d:f3:10,00:24:6c:7d:f6:b0,b8:55:10:e0:1b:ea,00:25:9c:4a:6b:a6,90:9f:33:be:37:54,6a:14:01:33:c9:8c,00:25:9c:dc:57:eb,00:25:9c:4a:6b:a7,90:9f:33:be:37:56,2c:56:dc:84:dd:8c,90:9f:33:c3:30:0e,00:24:6c:7d:f6:a0,00:08:9f:bf:6b:84,00:24:6c:7d:f5:c0,90:9f:33:ad:29:e8,00:26:66:ff:f7:1c,00:24:6c:7d:f4:20,00:24:6c:7d:f5:10,00:24:6c:7d:f3:00,00:24:6c:7d:f4:30,90:9f:33:6b:bc:84,00:08:9f:b1:59:d0,90:9f:33:6b:bc:86,00:24:6c:7d:fb:40,00:25:9c:dc:57:ea,14:2d:27:29:41:e4,00:24:6c:7d:fe:10,6c:70:9f:e0:92:7f,6e:7f:92:e0:9f:70,00:24:6c:7d:fe:00,00:24:6c:7d:f6:80,90:9f:33:ce:a5:10,00:23:69:1d:d5:02,64:27:37:77:e1:58,34:68:95:09:c6:90,64:e5:99:34:bf:ac,64:e5:99:d4:8d:e6,90:9f:33:5a:19:46,00:24:6c:7d:f7:f0,90:9f:33:a7:48:1e,64:e5:99:d4:d8:76,6c:70:9f:e0:92:7e,00:24:6c:7d:f7:00,e8:94:f6:e2:ec:13,00:08:9f:2a:e5:92,00:24:6c:7d:f7:e0,00:26:66:c2:d3:68,00:24:6c:7d:f2:e0,b0:c7:45:75:c9:1e,90:9f:33:59:19:46,00:24:6c:7d:fe:e0,00:24:6c:7a:88:e0,00:25:9c:42:66:48,00:26:66:b6:b6:5c,f6:d0:8c:dd:c3:ab,10:6f:3f:e7:e1:a0,2c:56:dc:84:dd:88,2c:56:dc:84:dd:89,6e:7e:92:e0:9f:70,00:25:9c:dc:76:da,00:24:6c:7d:f6:e0,00:24:6c:7d:f3:e0,00:26:66:f5:77:c0,00:24:6c:7d:f5:a0,00:24:6c:7e:03:c0,00:24:6c:7d:f2:a0,00:24:6c:7d:f6:00,00:24:6c:7d:ff:20,78:54:2e:4c:f1:50,9c:d6:43:c8:11:80,00:24:6c:7d:f5:d0,c4:e9:84:f8:c7:73,28:cf:da:b5:85:ab,64:e5:99:bb:1d:c2,50:6a:03:ca:16:1b,00:26:66:54:f1:9d,64:e5:99:7e:de:32,da:5d:e2:5b:e6:62,00:26:66:e7:70:20,02:15:99:ea:c4:04,a0:f3:c1:2b:85:7b,00:24:6c:7d:f6:c0,90:9f:33:b1:a1:76,00:1d:7e:3c:38:7e,90:9f:33:24:15:66,e0:69:95:8e:c8:ce,00:24:6c:7d:ff:a0,00:24:6c:7d:fd:a0,64:e5:99:15:f0:7e,00:26:66:5a:19:94,64:e5:99:e3:3a:54,00:24:6c:7d:fb:50,9c:d6:43:c8:11:82,00:23:69:1d:d5:03,00:24:6c:7d:f8:60,00:24:6c:7d:f7:40,00:26:66:86:4e:08,00:24:6c:7d:f5:00,1a:c6:bc:6a:e3:51,1c:3e:84:04:d1:c5,64:e5:99:19:4d:ba,00:24:6c:78:f5:a0,34:68:95:09:c4:3f,1c:b7:2c:c1:c0:88,00:24:6c:7d:f5:90,00:25:9c:42:66:49,00:24:6c:7d:f7:50,90:9f:33:b8:40:4c,00:24:6c:7e:03:d0,00:24:6c:7d:f5:80,00:25:9c:1a:41:fb,5e:96:9d:67:a5:e8,00:24:6c:7d:f8:70,b0:c7:45:75:c9:1f,90:9f:33:a4:9c:da,f8:1e:df:fa:73:d3,00:24:6c:7d:fd:b0,00:24:6c:7d:f2:b0,00:08:9f:70:de:e2,a0:f3:c1:2a:76:ad,00:24:6c:7d:f5:60,00:24:6c:7d:f8:a0,00:24:6c:7d:f6:60,06:52:12:bb:cb:e7,f0:99:bf:09:32:40,10:0d:7f:56:88:cd,5c:96:9d:67:a5:e7,00:24:6c:7d:f4:80,00:24:6c:7e:07:e0,90:9f:33:6b:e3:a8,00:24:6c:78:f5:b0,94:0c:6d:ca:c0:80,00:26:66:23:15:a8,00:22:6b:78:97:d4,62:45:b4:ee:da:63,e8:94:f6:e2:ec:12,c8:d3:a3:23:29:d0,64:e5:99:b9:6c:be,00:24:6c:7d:ff:e0,00:12:0e:ef:01:10,00:12:0e:ef:01:11,00:24:6c:7d:f7:10,64:e5:99:34:bf:a8,30:b5:c2:bd:d2:c5,f0:99:bf:09:32:41,64:e5:99:08:50:04,90:9f:33:36:28:de,00:26:66:9b:07:cc,00:08:9f:b1:77:40,60:33:4b:e2:fc:49,00:18:e7:ef:0e:ac,d2:82:28:20:7d:fa,00:24:6c:7a:88:f0,00:24:6c:7d:f6:10,00:24:6c:7d:f2:f0,c4:e9:84:f8:c7:72,78:54:2e:4c:f1:53,78:54:2e:4c:f1:52,90:9f:33:c3:9a:9e,00:24:6c:7d:f6:70,00:24:6c:7d:f3:60,90:9f:33:10:83:bc,90:9f:33:12:29:c2,00:24:6c:7d:f3:70,00:24:6c:7d:f6:50,84:a7:88:0f:12:18,00:24:6c:7e:08:00,00:24:6c:7d:f6:40,90:9f:33:10:83:be,00:08:9f:65:f7:84,00:08:9f:0b:95:98,9e:e3:21:c7:0e:3e,54:a0:50:d4:c6:38,00:26:66:6d:67:44,00:24:6c:7e:04:20,00:1d:93:81:a7:e5,64:e5:99:64:01:0c,00:24:6c:7e:08:60,00:08:9f:41:e3:94,90:9f:33:cf:44:62,00:24:6c:7d:f8:20,00:e1:40:17:08:cb,00:22:6b:81:b8:a9,d8:5d:e2:1b:48:06,00:24:6c:7d:f4:90,00:22:6b:81:b8:aa,00:24:6c:7e:08:70,32:cd:a7:8c:f6:c5,d8:50:e6:92:f5:74,00:24:6c:7d:fc:60,d8:50:e6:92:f5:70,10:9a:dd:83:0c:05,00:08:9f:a4:63:20,00:24:6c:7d:f2:80,90:9f:33:8f:db:e8,00:24:6c:7d:f7:80,00:24:6c:7d:fc:70,90:9f:33:8f:f5:52,64:e5:99:5d:49:14,32:cd:a7:a8:46:58,e6:f4:c6:00:a4:76,90:9f:33:2b:63:da,86:08:28:41:84:1b,88:5a:92:d8:fe:f8,00:08:9f:33:e5:ac,e4:f4:c6:00:a4:74,90:9f:33:a8:29:5a,90:9f:33:2e:a4:50,00:24:6c:7d:f7:90,00:24:6c:7d:f6:d0,0e:36:61:b1:e4:e3,00:08:9f:aa:34:f8,64:e5:99:0a:0e:d0,d8:c7:c8:de:fe:b0,00:24:6c:7e:08:10,02:1e:31:3a:1b:88,10:9a:dd:83:0c:06,20:00:00:00:00:02,30:b5:c2:bd:cd:1e,20:00:00:00:02:02,b6:07:f9:fb:bb:a4,90:9f:33:5a:0f:56,00:24:6c:7d:ff:00,02:11:87:8d:f9:17,00:26:66:f4:15:f8,00:26:66:6d:67:40,00:24:6c:7d:fe:f0,e4:f4:c6:00:a4:73,00:24:6c:7d:f0:60,60:33:4b:e2:fc:4a,00:24:6c:7d:f8:80,00:26:66:a0:fe:52,00:24:6c:7d:fe:20,94:10:3e:3e:35:58,5e:cf:7f:01:5b:75,00:24:6c:7d:f2:90,00:24:6c:7e:07:f0,00:24:6c:7e:04:30,90:9f:33:59:0f:56,00:24:6c:7e:02:40,74:da:38:3b:01:f3,00:30:0d:c1:d7:97,00:24:6c:7d:ee:00,00:13:ef:40:0e:3d,02:11:87:09:95:ff,00:24:6c:7d:f5:b0,00:24:6c:7d:f6:20,00:24:6c:7d:f8:30,00:24:6c:7e:00:90,00:08:9f:0c:6b:5c,00:24:6c:7d:f8:b0,90:9f:33:bd:de:bc,50:6a:03:ca:16:1a,90:9f:33:65:85:d4,00:24:6c:7d:ff:10,90:9f:33:66:85:d4,00:24:6c:7d:f5:70,00:24:6c:7d:f0:70,84:b2:61:8e:61:1f,00:24:6c:7d:ff:f0,10:6f:3f:29:15:62,00:24:6c:7d:fe:30,90:9f:33:a4:a5:e0,f8:1e:df:fa:73:d4,00:26:66:27:42:f2,00:25:9c:1a:41:fc,00:24:6c:7d:ee:10,00:24:6c:7e:00:80,90:9f:33:a4:9c:d8,00:24:6c:7d:f8:90,00:24:6c:7d:f1:a0,84:b2:61:8e:63:af,10:6f:3f:29:14:c8,64:e5:99:62:ac:a0,90:9f:33:bd:de:be,10:0d:7f:56:88:cf,84:b2:61:96:57:ef,28:cf:da:b0:95:15,00:24:6c:7d:f6:30,64:e5:99:62:ac:a4,00:02:72:c3:5f:09,64:e5:99:63:d6:64,00:08:9f:df:26:54
78.55,9.1,-80.578947,-61.684211,-86.421053,-89.894737,-94.263158,-83.368421,-87.842105,-74.263158,-81.526316,-85.210526,-99.000000,-99.000000,-99.000000,-48.894737,-99.000000,-85.894737,-99.000000,-94.368421,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-95.578947,-87.894737,-99.000000,-98.210526,-99.000000,-99.000000,-97.631579,-74.473684,-41.052632,-99.000000,-99.000000,-99.000000,-98.315789,-95.894737,-99.000000,-99.000000,-69.052632,-99.000000,-99.000000,-63.631579,-99.000000,-99.000000,-99.000000,-99.000000,-72.578947,-99.000000,-70.842105,-99.000000,-69.421053,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-58.052632,-99.000000,-99.000000,-91.842105,-99.000000,-97.894737,-99.000000,-82.000000,-99.000000,-94.368421,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-66.842105,-99.000000,-99.000000,-75.157895,-77.631579,-99.000000,-84.157895,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-77.052632,-89.368421,-61.315789,-99.000000,-99.000000,-99.000000,-99.000000,-81.736842,-73.473684,-99.000000,-69.210526,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-89.684211,-80.000000,-77.947368,-71.526316,-79.789474,-99.000000,-81.526316,-90.526316,-99.000000,-99.000000,-76.000000,-99.000000,-94.631579,-63.789474,-92.736842,-76.578947,-92.947368,-99.000000,-99.000000,-99.000000,-96.789474,-87.526316,-88.315789,-88.684211,-91.421053,-89.052632,-88.052632,-89.263158,-94.473684,-94.210526,-77.526316,-99.000000,-99.000000,-99.000000,-99.000000,-91.631579,-99.000000,-97.894737,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-87.473684,-99.000000,-99.000000,-96.789474,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000
78.55,8.1,-86.555556,-67.000000,-82.388889,-90.777778,-97.666667,-88.333333,-85.444444,-72.388889,-82.611111,-87.611111,-99.000000,-99.000000,-99.000000,-51.500000,-99.000000,-89.333333,-99.000000,-93.666667,-91.277778,-99.000000,-99.000000,-99.000000,-99.000000,-92.444444,-96.000000,-99.000000,-89.833333,-99.000000,-99.000000,-94.666667,-76.111111,-49.000000,-99.000000,-99.000000,-99.000000,-99.000000,-93.500000,-99.000000,-99.000000,-81.944444,-99.000000,-99.000000,-56.055556,-99.000000,-99.000000,-99.000000,-99.000000,-64.333333,-99.000000,-74.000000,-99.000000,-73.722222,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-61.055556,-99.000000,-99.000000,-92.000000,-99.000000,-99.000000,-99.000000,-88.444444,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-98.000000,-72.611111,-99.000000,-99.000000,-80.555556,-76.722222,-99.000000,-89.277778,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-82.611111,-85.833333,-60.500000,-99.000000,-99.000000,-99.000000,-99.000000,-81.055556,-75.611111,-99.000000,-75.833333,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-85.111111,-79.333333,-85.055556,-61.555556,-81.500000,-99.000000,-84.944444,-87.888889,-99.000000,-99.000000,-73.444444,-99.000000,-91.555556,-65.500000,-97.833333,-73.111111,-91.388889,-99.000000,-90.500000,-99.000000,-91.722222,-90.055556,-86.000000,-90.111111,-89.055556,-90.166667,-90.333333,-95.277778,-97.000000,-90.444444,-71.555556,-99.000000,-99.000000,-95.222222,-99.000000,-97.833333,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-88.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000
47.55,22.1,-50.888889,-76.166667,-47.944444,-55.333333,-61.500000,-49.611111,-58.833333,-61.111111,-66.111111,-78.388889,-69.388889,-54.777778,-91.055556,-87.055556,-97.333333,-86.500000,-92.500000,-84.055556,-88.111111,-99.000000,-99.000000,-99.000000,-80.055556,-94.000000,-85.500000,-93.666667,-62.666667,-99.000000,-92.388889,-66.777778,-69.277778,-99.000000,-72.277778,-76.388889,-85.388889,-58.944444,-99.000000,-99.000000,-67.333333,-92.666667,-85.777778,-86.277778,-94.888889,-70.111111,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-70.333333,-99.000000,-92.333333,-99.000000,-72.611111,-99.000000,-92.444444,-78.611111,-99.000000,-81.222222,-69.222222,-70.111111,-61.888889,-76.166667,-95.833333,-69.388889,-99.000000,-83.888889,-99.000000,-74.944444,-72.277778,-72.666667,-99.000000,-62.333333,-66.666667,-99.000000,-81.444444,-91.111111,-99.000000,-97.111111,-99.000000,-81.222222,-99.000000,-69.000000,-99.000000,-99.000000,-99.000000,-77.722222,-99.000000,-75.222222,-99.000000,-99.000000,-99.000000,-89.166667,-88.000000,-97.666667,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-91.333333,-99.000000,-99.000000,-97.833333,-99.000000,-78.666667,-82.166667,-99.000000,-66.833333,-99.000000,-99.000000,-99.000000,-74.944444,-99.000000,-99.000000,-94.833333,-79.000000,-89.611111,-99.000000,-80.000000,-97.333333,-89.555556,-99.000000,-77.222222,-81.555556,-94.000000,-91.500000,-99.000000,-99.000000,-99.000000,-79.611111,-93.166667,-85.666667,-99.000000,-89.277778,-99.000000,-99.000000,-99.000000,-99.000000,-82.277778,-99.000000,-84.000000,-80.333333,-99.000000,-91.000000,-92.000000,-90.944444,-99.000000,-91.833333,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-83.166667,-99.000000,-99.000000,-99.000000,-99.000000,-97.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-87.722222,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-97.333333,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-82.166667,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-97.500000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-98.111111,-99.000000,-99.000000,-91.944444,-99.000000,-99.000000,-93.833333,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-96.333333,-96.166667,-99.000000,-83.777778,-99.000000,-84.944444,-99.000000,-93.111111,-99.000000,-85.888889,-99.000000,-87.055556,-97.444444,-99.000000,-89.166667,-90.444444,-99.000000,-86.166667,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-85.944444,-95.444444,-99.000000,-99.000000,-99.000000,-87.055556,-92.666667,-88.555556,-79.833333,-92.055556,-93.388889,-93.555556,-87.666667,-91.777778,-91.944444,-99.000000,-90.833333,-91.500000,-99.000000,-99.000000,-97.666667,-99.000000,-99.000000,-90.888889,-99.000000,-99.000000,-99.000000,-99.000000,-90.833333,-99.000000,-99.000000,-91.555556,-99.000000,-98.333333,-99.000000,-99.000000,-99.000000,-99.000000
40.55,21.1,-41.500000,-80.666667,-52.055556,-60.888889,-66.277778,-53.500000,-61.611111,-66.500000,-71.444444,-85.333333,-75.611111,-56.388889,-97.666667,-91.944444,-99.000000,-99.000000,-99.000000,-90.722222,-99.000000,-99.000000,-99.000000,-99.000000,-76.388889,-93.666667,-95.666667,-99.000000,-68.222222,-99.000000,-99.000000,-66.555556,-58.777778,-99.000000,-79.333333,-59.000000,-89.277778,-54.833333,-99.000000,-93.055556,-74.388889,-99.000000,-78.833333,-78.777778,-99.000000,-70.500000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-66.944444,-99.000000,-88.333333,-99.000000,-71.000000,-99.000000,-99.000000,-92.000000,-99.000000,-87.166667,-62.944444,-73.666667,-71.722222,-83.666667,-99.000000,-84.111111,-99.000000,-85.888889,-99.000000,-63.444444,-62.444444,-74.000000,-97.500000,-53.722222,-85.777778,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-96.222222,-99.000000,-82.277778,-99.000000,-99.000000,-99.000000,-92.666667,-99.000000,-88.555556,-99.000000,-99.000000,-99.000000,-68.388889,-67.055556,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-75.277778,-99.000000,-90.722222,-99.000000,-71.944444,-96.833333,-99.000000,-61.888889,-99.000000,-99.000000,-99.000000,-81.500000,-99.000000,-99.000000,-91.111111,-83.888889,-96.388889,-99.000000,-82.555556,-99.000000,-80.944444,-99.000000,-78.777778,-77.166667,-90.444444,-99.000000,-99.000000,-99.000000,-99.000000,-82.833333,-96.000000,-99.000000,-99.000000,-91.833333,-99.000000,-99.000000,-99.000000,-99.000000,-87.944444,-98.000000,-85.833333,-95.055556,-99.000000,-84.388889,-80.722222,-99.000000,-99.000000,-99.000000,-97.166667,-99.000000,-99.000000,-99.000000,-99.000000,-80.333333,-99.000000,-99.000000,-99.000000,-97.277778,-99.000000,-99.000000,-99.000000,-99.000000,-95.444444,-93.666667,-78.055556,-94.444444,-91.888889,-91.388889,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-86.722222,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-94.777778,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-88.055556,-99.000000,-99.000000,-99.000000,-99.000000,-98.055556,-99.000000,-99.000000,-99.000000,-85.166667,-99.000000,-99.000000,-88.055556,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-92.500000,-99.000000,-99.000000,-93.555556,-99.000000,-81.777778,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-92.555556,-92.000000,-99.000000,-87.388889,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-91.333333,-99.000000,-99.000000,-99.000000,-99.000000,-91.611111,-99.000000,-94.611111,-90.833333,-96.888889,-99.000000,-91.166667,-91.888889,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-95.444444,-99.000000,-93.166667,-99.000000,-99.000000,-94.277778,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000
79.55,9.1,-79.631579,-61.210526,-83.368421,-90.631579,-98.263158,-83.263158,-86.789474,-71.684211,-82.894737,-88.421053,-99.000000,-99.000000,-99.000000,-51.526316,-99.000000,-87.315789,-99.000000,-91.842105,-97.736842,-99.000000,-99.000000,-99.000000,-99.000000,-92.842105,-86.157895,-99.000000,-92.842105,-99.000000,-97.578947,-98.052632,-70.736842,-49.894737,-99.000000,-99.000000,-99.000000,-93.894737,-96.947368,-99.000000,-99.000000,-73.105263,-99.000000,-99.000000,-58.105263,-99.000000,-99.000000,-99.000000,-99.000000,-69.105263,-99.000000,-71.842105,-99.000000,-72.684211,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-67.631579,-99.000000,-99.000000,-93.105263,-99.000000,-99.000000,-99.000000,-81.105263,-99.000000,-96.473684,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-61.105263,-99.000000,-99.000000,-76.052632,-68.947368,-99.000000,-84.684211,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-80.736842,-85.578947,-59.052632,-99.000000,-99.000000,-99.000000,-99.000000,-77.368421,-77.105263,-99.000000,-75.789474,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-87.052632,-77.210526,-83.526316,-72.263158,-80.631579,-99.000000,-84.473684,-92.578947,-99.000000,-99.000000,-72.105263,-99.000000,-88.631579,-54.894737,-92.210526,-75.631579,-96.105263,-99.000000,-98.052632,-99.000000,-90.526316,-95.578947,-87.947368,-98.736842,-93.105263,-94.947368,-89.315789,-88.105263,-98.052632,-91.157895,-73.157895,-99.000000,-99.000000,-97.736842,-99.000000,-93.052632,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-91.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000,-99.000000
